rating,message,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,"Cher utilisateur de la navette OLA, obtenez 60% de réduction sur vos 2 prochaines promenades de navette.Code Promo: Navette60.Valable pour les 5 000 premiers utilisateurs.Reserve maintenant !",,,
spam,"Bienvenue à Vodafone Up West.Maintenant, errer comme à la maison!Obtenez des tarifs à la maison à travers l'Inde avec notre nouvelle oie comme Home Pack.Composez * 121 * 121 # pour en savoir plus.",,,
ham,Aujourd'hui,,,
ham,Nous avons reçu votre commande n ° 340 s'élevant à Rs.1340 et son être prêt.Vous pouvez suivre votre commande à l'adresse http://bit.ly/1pfgwyl merci!,,,
spam,"Cher client, 870723 est votre mot de passe unique (OTP).S'il vous plaît entrer dans le FOOP pour continuer.Merci, équipe jio",,,
spam,"Admissions sur place pour la science médico-légale, les soins cardiaques, la perfusion, la dialyse rénale, Baslp, B.Tech Cyber Forensic, Feu & Sécurité Engg;Marine Engg: Call-8138915268.",,,
ham,Merci OK...,,,
ham,"Non, je n'ai * pas * voulu le poster.Je l'ai écrit et j'aime tellement d'autres fois que j'ai rendu des trucs à toi, je l'ai laissé assis là-bas.C'était ce que je me sentais à l'époque.J'étais faché.Avant de partir, j'ai frappé l'envoi, puis arrêtez-vous.Ce n'était pas là.J'ai vérifié sur mon téléphone quand je suis arrivé à ma voiture.Ce n'était pas là.Vous avez dit que vous n'aviez pas dormi, vous vous ennuyez.Alors, pourquoi ne serait-ce pas le temps de nettoyer, de plier la lessive, etc.?Au moins faire le lit?",,,
ham,K K K Pa avait votre déjeuner aha.,,,
ham,"Vous restez à l'abri des ennuis Stranger !! J'ai vu Dave l'autre jour, il est réglé maintenant! Toujours avec moi Bloke quand U Gona a une fille Mr! Ur Maman pense toujours que nous allons obtenir 2getha!",,,
spam,Montrez vos couleurs!EURO 2004 2-4-1 Offre!Obtenez un drapeau de l'Angleterre et une tonalité de lions sur votre téléphone!Cliquez sur le message de service suivant pour info!,,,
spam,"BIEN JOUÉ!Votre 4 * Costa del Sol Holiday ou 5 000 £ attendent la collection.Appelez 09050090044 Maintenant TOCLAIM.Sae, TCS, POBOX334, Stockport, SK38XH, coûté 1,50 £ / PM, max10mins",,,
ham,Bien.Des balles.Il est temps de passer des appels,,,
ham,Dans quel endroit voulez-vous da.,,,
spam,Devinez quoi!Quelqu'un que vous connaissez vous sait secrètement!Tu veux savoir qui c'est?Donnez-nous un appel sur 09065394514 depuis la ligne fixe Datebox1282essExcm61xn 150p / min 18,,,
ham,", ow u dey.i a payé 60,400THOUSAD.J'ai dit que vous appelleriez.",,,
spam,"Merci pour votre commande de sonnerie, numéro de référence x49.Votre mobile sera facturé 4.50.Si votre ton n'arrête pas s'il vous plaît appelez Services à la clientèle 09065989182. À partir de: [couleur = rouge] texte [/ couleur] txtStar",,,
ham,Rappelez-moi comment y aller et je le ferai,,,
ham,Combien de fois j'ai raconté à la scène que vous utilisez de rire.Vous n'écoutez pas aha.,,,
ham,"Désolé, je vais appeller plus tard",,,
ham,Jouer avec un ordinateur?Aiyah je parle 2 u lor?,,,
ham,J'espère que vous passez une bonne journée.,,,
ham,"Babe .. Thasa Bit Misked Up.Yeh, elle Shudveold U",,,
ham,D'accord...,,,
ham,À quelle heure me rencontrez-vous plus tard?,,,
ham,Je ne peux pas choisir le téléphone en ce moment.Pls envoyer un message,,,
ham,Cheers Lou!Ouais était une honte de bonne réputation que tu neva est venue!C ya gailxx,,,
ham,"Ça va être dur, mais je ferai ce que je dois",,,
ham,Cinglé.Coupeur.Coupeur.Coupeur.Cargaison.Cargaison.CTAGG.c'est à dire,,,
ham,Cela semble juste comme un timing étrange que la nuit que tout ce que vous et G veuillez que je vienne de la fumée est le même jour que lorsqu'une tempête est attribuée à moi toujours en train de venir et de faire fumer tout le monde,,,
ham,Oui :) Il est complètement hors de forme :) Clark également des déchets.,,,
ham,Moi je ne travaille pas.Une fois que j'ai eu un emploi ...,,,
ham,Ce stylo est au-delà d'une blague.Ne va pas un biro?Ne faites pas de maîtres comme je ne peux plus faire ça encore!,,,
ham,"Allez jusqu'à Jurong Point, fou .. Disponible uniquement à Bugis N Great World La e Buffet ... Cine Il a eu Amore Wat ...",,,
ham,Yup ... ok je rentre à la maison regarde les horaires puis je msg? _ Encore ... Xuhui va apprendre le 2e mai aussi mais sa leçon est à 8h,,,
ham,Wah chanceux mec ... alors peut économiser de l'argent ... Hee ...,,,
ham,Merci beaucoup pour vos voeux pour mon anniversaire.Merci de faire mon anniversaire vraiment mémorable.,,,
ham,"K, envoyez-moi du texte quand vous êtes sur le chemin",,,
ham,Faites-moi savoir quand vous avez l'argent pour que Carlos puisse faire l'appel,,,
ham,"Quoi de neuf Bruv, j'espère que vous avez passé une bonne pause.Ont un semestre enrichissant.",,,
ham,Trop tard.J'ai dit que j'ai le site web.Je n'ai pas eu ou n'avais pas les pantoufles,,,
ham,Vous avez appelé un outil?,,,
ham,K.K :) Advance Happy Pongal.,,,
ham,"Nah ne peut pas vous aider là-bas, je n'ai jamais eu d'iPhone",,,
ham,Il a fallu M. hibou 3 licks,,,
ham,"Oui :) De la semaine dernière elle-même, je prends un appel en direct.",,,
ham,Si SI.Je pense que je vais aller faire ces truffes Oreo.,,,
ham,"Désolé mérir mon compte est sec ou je le ferais, si vous voulez que nous puissions échanger la moitié ou que je pouvais acheter une merde avec ma carte de crédit",,,
ham,Salut je ne vais pas b ard 4 Noël.Mais profitez-en n joyeux x'mas.,,,
ham,Salut msg me :) je suis au bureau ..,,,
ham,Je suis génial!Comment vas-tu?,,,
ham,S'il vous plaît ne dites pas comme ça.Salut salut salut,,,
ham,Ma Chi Nanche Bhagra Mach Kattan..ed chapeau d / café?,,,
ham,Combien r? _ Disposé à payer?,,,
ham,Alors pourquoi personne ne me parle,,,
ham,Ne pas obtenir n'importe où avec ce foutu travail à la chasse ici!,,,
ham,Je dled 3d son très nu,,,
ham,Je t'aime tellement tellement u don?,,,
spam,"Magasinez jusqu'à la goutte, est-ce que vous, 10k, 5k, ?? 500 Cash ou ?? 100 Vaissant de voyage, appelez maintenant, 09064011000. NTT PO Box CR01327BT Fixtionnement Coût 150ppm Mobile varier",,,
ham,Mon amour !Comment se fait-il que cela vous a pris si longtemps de partir pour que Zaher?J'ai eu vos mots sur ym et j'étais heureux de les voir mais était triste que tu avais parti.Tu me manques,,,
ham,J'ai hâte de te voir!Comment les photos étaient-elles utiles?:),,,
ham,"S'il a commencé à chercher, il obtiendra un emploi dans quelques jours.Il avoir un grand potentiel et un grand talent.",,,
ham,"Cher, regret je ne peux pas choisir Call.Drove down frm ctla maintenant à cochin home.left mobile en voiture..ente style ishtamayi? Happy Bakrid!",,,
ham,Êtes-vous disponible pour SOIREE le 3 juin?,,,
ham,"Fr'nndhip est comme une aiguille d'une horloge.Bien que v r dans d même horloge, v r nt capable 2 a rencontré.Evn si v rencontre, ITZ seulement 4 ans.BT V Alwys reste conçu.Gud 9t ;-)",,,
ham,Annuler cheyyamo? Et récupérer de l'argent?,,,
ham,"Désolé mec, laissé accidentellement mon téléphone sur silencieux la nuit dernière et ne l'a pas vérifié jusqu'à ce que je me levais",,,
ham,Avaient fini...,,,
ham,"Monsieur, vous recevrez le compte no un autre temps de 1h.Désolé pour le retard.",,,
ham,"Yo, je suis chez mes parents Gettin Cash.Bonne nouvelle: nous avons ramassé un bas duvet",,,
ham,Dis-lui que j'ai dit manger de la merde.,,,
ham,"AIMIER SANS RUSH, je vais demander à Jay",,,
spam,"Chaud Live Fantasies Appeler maintenant 08707509020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..K",,,
ham,"Non, j'ai décidé que seules des personnes qui se soucient de voter et de prendre soin de choses sont pour les perdants",,,
ham,Papa est sorti de l'ordi ...,,,
ham,Prenez une petite tablette dose pour la fièvre,,,
ham,Total Video Converter Type de téléchargement gratuit Ceci dans Google Recherche :),,,
ham,K viens à Nordstrom quand on a terminé,,,
ham,"Sonne gd ... haha ... peut ... wah, u yan jiu si rapide liao ...",,,
ham,Je serai probablement autour de Mu beaucoup,,,
ham,I.ll postera sa l8r.En classe,,,
ham,Ok ... on attendais ah,,,
ham,Demander vous le connaissez ou ça?Peut-être vos amis ou camarades de classe?,,,
ham,Obtenu..mail panren Paru ..,,,
ham,Je croit que tu te crois.Je lui ai dit.,,,
ham,Je serai probablement d'ici demain (ou même plus tard ce soir si quelque chose se passe),,,
ham,K.:)Vous êtes la seule fille en attente de la réception ah?,,,
ham,Ok mais maqué.Je viens de rentrer à la maison et est allé dormir!Pas bon à cet endroit de travail à temps plein.,,,
ham,Nous n'appelons pas comme & lt; # & gt;Temps oh.Non donner une hypertension américaine oh.,,,
spam,Devinez quoi!Quelqu'un que vous connaissez vous sait secrètement!Tu veux savoir qui c'est?Donnez-nous un appel sur 09065394973 de la ligne fixe Datebox1282ESSEXCM61XN 150P / MIN 18,,,
ham,Dois-je venir chercher un cornichon,,,
ham,"Ugh tu ne peux pas m'excuser, admet que tu avais tort et me demander de te ramener?",,,
ham,Cos Daddy Organigramme Time C Wat Time Fetch? _ Mah ...,,,
ham,Oh howda bon bon.,,,
ham,"Carlos a pris un certain temps (encore), nous partons dans une minute",,,
ham,\ Puis-je s'il vous plaît montez maintenant je suis dans la ville. N'importe pas si Urginin Oound8r,,,
ham,"Haha, mes jambes et mes couts me tuent et mes amigos espèrent mettre fin à la nuit avec une brûlure, pensez que je pouvais balancer dans une heure?",,,
ham,K je t'appellerai quand je serai proche,,,
ham,Est-ce que c'est sur la télé?Non c'est Bridget Jones!,,,
spam,Vous avez gagné un Nokia 7250i.C'est ce que vous obtenez lorsque vous gagnez notre enchère gratuite.Participez à Nokia à 86021 maintenant.Hg / suite342 / 2lands Row / W1JHL 16+,,,
ham,"Salut c'est Yijue, puis-je vous rencontrer à 11 TMR?",,,
ham,"Si je vous laisse faire ça, je te veux à la maison par 8h.",,,
ham,Hein signifie la science informatique ... Y Ils aiment dat on poussent ici n là-bas ...,,,
ham,K..give remercier ma merci.,,,
ham,Lol c'est différent.Je ne vais pas essayer de trouver toutes les photos de la vie réelle que vous avez jamais prises.,,,
ham,Égaré votre numéro et envoyait des textes à votre ancien numéro.Vous vous demandez pourquoi je n'ai pas entendu parler de vous cette année.Tout le meilleur dans votre MCAT.A ce numéro de mes amis d'Atlanta,,,
spam,"Freemsg vous avez reçu un appareil photo numérique gratuit, répondez simplement à Snap pour collecter votre prix!(Quizclub Opt Out? Stop 80122300P / WK SP: RWM PH: 08704050406)",,,
ham,Lol je dois le prendre.Membre Comment j'ai dit que ma tante Flux n'a pas été visitée pendant 6 mois?C'est parce que j'ai développé des kystes ovariens.BC est le seul moyen de les réduire.,,,
spam,"Tonalité gratuite Just Text \ Polys \ ""à 87131. Ensuite, chaque semaine, obtenez une nouvelle tonalité. 0870737910216YRS UNIQUEMENT ?? 1,50 / WK.""",,,
ham,Voulez-vous enfin déjeuner aujourd'hui?,,,
ham,"Et chaque fois que vous et moi voyons, nous pouvons toujours se connecter aussi.",,,
ham,Je n'ai pas de lei .. Suivant Mon Mondi?,,,
ham,et les ramasser de différents points,,,
ham,Dépend de l'endroit où vous allez lor.,,,
ham,Nice.Le.Comment ça marche?,,,
ham,"En fait, j'ai fait pour la première fois depuis un moment.Je suis allé au lit pas trop longtemps après que je parlais avec toi.Je me suis réveillé à 7. Comment était ta nuit?",,,
ham,"Helloooo ... Réveillez-vous ..!\ Doux \ ""\"" matin \ ""\"" se félicite \ ""\"" \ ""You \"" \ ""profiter \"" \ ""\"" \ ""\"" \ ""avec plein de joie \"". ""GUD MRNG \"". """,,,
ham,Mon superviseur trouve 4 moi un lor je pense que ses étudiants.Je ne l'ai pas encore demandé.Dis-toi à l'arrière je lui demande.,,,
ham,Je t'aime 2 ma petite cloche pocy je suis désolé mais je t'aime,,,
ham,"Hm bonjour, mal de tête quelqu'un?:-)",,,
ham,"Alors, comment va la météo là-bas?",,,
ham,"Passez un bon voyage en Inde.Et apportez la lumière à tout le monde non seulement avec le projet, mais avec tout le monde qui a de la chance de vous voir sourire.Au revoir.Abiola",,,
ham,Oncle abbaye!Bonne année.Abiola,,,
ham,Oui mais ce qui est pire pour i,,,
ham,Joyeux anniversaire à toi .... chérie.avec beaucoup d'amour.Rakhesh Nri,,,
spam,"Merci pour votre commande de sonnerie, numéro de référence x29.Votre mobile sera facturé 4.50.Si votre ton n'arrête pas s'il vous plaît appelez Services à la clientèle 09065989180",,,
ham,Qui étaient ces personnes?Étiez-vous en tournée?Je pensais que tu faisais ce canapé tu me suis envoyé?Votre sucre curieux,,,
ham,"Je ne fais pas fumer pendant que les gens utilisent \ wylie fument trop \ ""pour justifier de ruiner ma merde""",,,
ham,Hein si vite ... cela signifie que nous n'avons pas fini de peindre?,,,
ham,Tu ne me détestes que.Vous pouvez appeler tout mais vous n'avez pas accepté même un seul appel de mien.Ou même vous êtes envoyé,,,
spam,URGENT!Votre numéro de téléphone portable a été attribué avec un prix de l'appelant bonus de 2000.Appelez 09058095201 de la ligne terrestre.Valable 12hrs seulement,,,
ham,"Oui, si nous devons avoir un mec aléatoire, nous devons changer nos feuilles d'information à la fête et à la LT; # & gt;/ 7 N'étudiez jamais juste pour être en sécurité",,,
ham,"Réellement baiser ça, fais juste quoi que ce soit, trouver une excuse d'être à Tampa à un moment de janvier",,,
ham,dit le & lt; # & gt;Année avec un homme et de l'argent.Je suis à mon dernier & lt; # & gt;.En attente de cette vérification.,,,
ham,Oic cos me n mon sis n'a pas déjeuné aujourd'hui mon père est sorti ... Dunno si 2 mangez à Sch ou Wat ...,,,
ham,Mais vous sortez avec moi.,,,
ham,"Cela signifie que vous avez un A à Epi, elle va bien.Elle est ici maintenant.",,,
spam,"Vous pouvez arrêter d'autres tons club en répondant \ stop Mix \ ""Voir my-Tone.com/enjoy. HTML pour les termes. Club Tones Coût GBP4.50 / semaine. MFL. MFL",,,
ham,Hey r? _ Toujours en ligne?J'ai fini le formatage ...,,,
ham,"Désolé Pal, je ne sais pas qui ru pa?",,,
ham,Je ne suis pas.Elle a synchronisé la lèvre avec Shangela.,,,
ham,"Chers amis, désolé pour l'information tardive.Aujourd'hui est l'anniversaire de notre amour amoureux.Pour plus de détails, connectez-vous pour faire face à un livre et voir.C'est son numéro + & lt; # & gt;.Ne manquez pas un délicieux régal.",,,
ham,Combien de temps faut-il pour l'obtenir?,,,
ham,"Nous avons tous plus rond!) Donc, pas obligatoire :)",,,
ham,"Même, je suis à ma grande fête d'anniversaire à Tarpon Springs",,,
ham,"Faire 1 chose!Changez cette phrase dans: \ parce que je veux 2 concentrer dans ma carrière éducative, je quitte ici .. \ """"",,,
ham,Haha ... ne soyez pas en colère contre vous-même ... prenez-le comme une pratique pour la vraie chose.=),,,
ham,Je suis sur le chemin de la maison,,,
ham,Oh ok .. quel est votre email?,,,
ham,"AIGHT, je suis libre, pensez-vous que vous pourriez envoyer une textographie l'adresse de Blake?Il me survère que je ne suis pas tout aussi sûr que je fais que je pensais que j'étais",,,
ham,"Hé, c'est * rite u mis ?? 10 chaque mois est que tout?",,,
ham,\ C'est votre chance d'aimer quelqu'un.C'est ta fortune d'aimer celui qui aime U. mais,,,
ham,"Eh bien, si je suis aussi désespéré, je vais appeler à nouveau Armand",,,
ham,Wylie mise à jour: mon revendeur Weed Carlos est allé à la liberté et avait une classe avec Lunsford,,,
spam,"Vous pouvez gagner des bons cadeaux de musique chaque semaine à partir de maintenant TXT le mot tirant sur 87066 TSCS www.idew.com Skillgame, 1Winaweek, Age16.150PPERMESSUDSCRIPTION",,,
spam,Natalja (25 / F) vous invite à être son amie.Répondre YES-440 ou NO-440 la voir: www.sms.ac/u/nat27081980 Arrêtez-vous?Envoyer STOP FRND à 62468,,,
ham,"Aww c'est gentil!On peut penser à quelque chose à faire lui!Passez un bon moment ce soir, je vais probablement vous envoyer un texto u plus tard parce que je suis seul :( xxx.",,,
ham,??tous écrire ou wat ..,,,
spam,"Si vous ne le faites pas, votre prix ira à un autre client.T & C à www.t-c.biz 18+ 150p / min Polo Ltd Suite 373 London W1J 6HL Veuillez rappeler si occupé",,,
ham,"Ya mais cela ne peut pas afficher les sous-marins internes, donc je dois les extraire",,,
ham,Joyeux Noël à toi aussi Annie!,,,
ham,Non..it's Full of Song Lyrics ..,,,
spam,"Félicitations!2 vidéophones mobiles 3G r les vôtres.Appelez 09061744553 Maintenant!Chat vidéo Wid wid Mates, Jouer Java Games, Doad PolyH Music, Location en ligne.bx420.IP4.5we.150pm",,,
ham,Génial.Bon voyage.Ne vous rendez pas de panique.,,,
spam,"Mila, AGE23, blonde, nouvelle au Royaume-Uni.Je regarde des sexes avec les gars britanniques.Si tu aimes amusant avec moi.Texte MTALK à 69866.18.30 pp / txt 1st 5Free.?? 1,50 incréments.Help08718728876",,,
